key,source_language,target_language
snackbar.coronaMessage,"Aktuelle, wissenschaftliche Informationen finden Sie bei der Bundeszentrale für gesundheitliche Aufklärung.",
snackbar.coronaUrl,https://www.infektionsschutz.de/coronavirus/,
snackbar.learnMore,Mehr Infos,
snackbar.dismiss,Schließen,
sprungbrett.noOffersAvailable,Keine Angebote verfügbar,
wohnen.noOffersAvailable,Keine Angebote verfügbar.,
wohnen.values.runningServices.heating,Heizung,
wohnen.values.runningServices.water,Wasser/Abwasser,
wohnen.values.runningServices.garbage,Müllabfuhr,
wohnen.values.runningServices.chimney,Kaminkehrer,
wohnen.values.runningServices.other,Sonstiges,
wohnen.values.additionalServices.garage,Garage/Stellplatz,
wohnen.values.additionalServices.other,Sonstiges,
wohnen.values.rooms.kitchen,Küche,
wohnen.values.rooms.bath,Bad,
wohnen.values.rooms.wc,WC,
wohnen.values.rooms.child1,Kinderzimmer 1,
wohnen.values.rooms.child2,Kinderzimmer 2,
wohnen.values.rooms.child3,Kinderzimmer 3,
wohnen.values.rooms.bed,Schlafzimmer,
wohnen.values.rooms.livingroom,Wohnzimmer,
wohnen.values.rooms.hallway,Diele,
wohnen.values.rooms.store,Abstellraum,
wohnen.values.rooms.basement,Kellerraum,
wohnen.values.rooms.balcony,Balkon / Terrasse,
